,id_store_img_1,id_store_img_2,id_store_img_3,id_store,store_name,address_x,id,address_y,category,muslim_friendly,tel,working_time,day_closed,parking,attractions,active,image0,image1,image2,
163,262,263,264,164,명동정,서울특별시 중구 충무로2가 60-3 이화빌딩 1층 ,145335,서울특별시 중구 충무로2가 60-3,한식,무슬림 프렌들리,02-3789-5130,11:00~23:00,연중무휴,O,"명동, 남산 케이블카, 남산골 한옥마을",1,https://media-cdn.tripadvisor.com/media/photo-s/0b/21/34/41/caption.jpg,https://i.imgur.com/Pb1VMvs.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTAxMjBfOTAg/MDAxNTQ3OTkxOTIzNzI0.ecDsWxBgPl_1RGYadGKabLzaIVu4I8n2J4ai9WZVYrUg.Olr_2Ne6PwtRuNmlGEJIP5_d0K3Gex-4HugS7yyrHnEg.JPEG.baby911/011MDJ.JPG?type=w800,"INSERT INTO store_image_temp VALUES ('262','164','https://media-cdn.tripadvisor.com/media/photo-s/0b/21/34/41/caption.jpg','1'),('263','164','https://i.imgur.com/Pb1VMvs.jpg','1'),('264','164','https://mblogthumb-phinf.pstatic.net/MjAxOTAxMjBfOTAg/MDAxNTQ3OTkxOTIzNzI0.ecDsWxBgPl_1RGYadGKabLzaIVu4I8n2J4ai9WZVYrUg.Olr_2Ne6PwtRuNmlGEJIP5_d0K3Gex-4HugS7yyrHnEg.JPEG.baby911/011MDJ.JPG?type=w800','1');"
164,265,266,267,165,아시안 라이브,서울특별시 강남구 삼성동 159 코엑스인터콘티넨탈서울 2층,261730,서울시 강남구 삼성동 159 인터콘티넨탈호텔 2층,아시아음식,무슬림 프렌들리,02-3430-8620,"11:30~22:00, 브레이크 타임 14:30~17:30",연중무휴,O,"스타필드 코엑스몰, 코엑스 아쿠아리움, 봉은사",1,https://seoul.intercontinental.com/upload/image/restaurant/2/5088.jpg,https://seoul.intercontinental.com/upload/image/restaurant/2/5091.jpg,https://media-cdn.tripadvisor.com/media/photo-s/17/f7/1a/11/asian-live-presents-tasteful.jpg,"INSERT INTO store_image_temp VALUES ('265','165','https://seoul.intercontinental.com/upload/image/restaurant/2/5088.jpg','1'),('266','165','https://seoul.intercontinental.com/upload/image/restaurant/2/5091.jpg','1'),('267','165','https://media-cdn.tripadvisor.com/media/photo-s/17/f7/1a/11/asian-live-presents-tasteful.jpg','1');"
165,268,269,270,166,피자치킨&KAMPUNGKU,서울특별시 중구 남산동2가 16-3,,,양식,무슬림 자가 인증,02-310-9289,오전10:00~오후9:30,,X,"남산타워, 명동문화의거리",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20201112093929694_photo_69a4d315d09f.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWbESCXlf_JwmBwxUYQipZZfw8PQcC5LhQsy45G6imlUKWb_1Q5ir4fnBSEYrrq5q8-Fo&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7WaFWnI39ZXmeKxfeFE09uYUxfA54gxZgUg&usqp=CAU,"INSERT INTO store_image_temp VALUES ('268','166','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20201112093929694_photo_69a4d315d09f.jpg','1'),('269','166','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWbESCXlf_JwmBwxUYQipZZfw8PQcC5LhQsy45G6imlUKWb_1Q5ir4fnBSEYrrq5q8-Fo&usqp=CAU','1'),('270','166','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7WaFWnI39ZXmeKxfeFE09uYUxfA54gxZgUg&usqp=CAU','1');"
166,271,272,273,167,헬로인디아,서울특별시 마포구 연남동 566-51 1층 102호,,,인도음식,무슬림 프렌들리,02-336-8425,오전11:00~오후10:00,,O,"홍대거리, 선유도공원, 연트럴파크, 경의선숲길공원",1,https://media-cdn.tripadvisor.com/media/photo-s/11/a0/c1/05/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-s/1a/e5/53/06/caption.jpg,https://img.siksinhot.com/place/1451422375179933.jpg,"INSERT INTO store_image_temp VALUES ('271','167','https://media-cdn.tripadvisor.com/media/photo-s/11/a0/c1/05/caption.jpg','1'),('272','167','https://media-cdn.tripadvisor.com/media/photo-s/1a/e5/53/06/caption.jpg','1'),('273','167','https://img.siksinhot.com/place/1451422375179933.jpg','1');"
167,274,275,276,168,겐지스 한양대점,서울특별시 성동구 행당동 16-53 한양제일빌딩 3층,,,인도음식,무슬림 프렌들리,02-2293-9998,오번11시~오후10시,,X,"뚝섬유원지, 서울숲, 동대문",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105125357_photo3_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20210105125400_menu2_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210105125357_photo1_7ec459740b53.jpg,"INSERT INTO store_image_temp VALUES ('274','168','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105125357_photo3_7ec459740b53.jpg','1'),('275','168','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20210105125400_menu2_7ec459740b53.jpg','1'),('276','168','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210105125357_photo1_7ec459740b53.jpg','1');"
168,277,278,279,169,인도야시장,서울특별시 강남구 역삼동 817-16 지상 1층,330297,서울특별시 강남구 역삼동 817-16,인도음식,무슬림 프렌들리,02-553-4568,오전11:30~오후10:00,,X,"새빛섬, 현충원, 서울선릉, 국립중앙박물관",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200226083606_photo1_915d7504201f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200226083618_menu2_915d7504201f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200226083618_menu1_915d7504201f.jpg,"INSERT INTO store_image_temp VALUES ('277','169','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200226083606_photo1_915d7504201f.jpg','1'),('278','169','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200226083618_menu2_915d7504201f.jpg','1'),('279','169','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200226083618_menu1_915d7504201f.jpg','1');"
169,280,281,282,170,세종마을 치킨,서울특별시 종로구 체부동 195,,,한식,포크프리,02-725-9293,오후2시~새벽1시,,X,"경복궁, 청와대, 사직단, 경희궁, 광화문, 청계광장",1,https://mac0922.files.wordpress.com/2018/01/sejong.png?w=584,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK2m4SUFL2FFIeAHFFTF08I62qa9yugxcfIvj8f_Ea1vVDJhM8t3QA2OfE-6KhEHR2TxnNBoI8Adc&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAxOTAyMDhfMTk1/MDAxNTQ5NTU2MzYyNzIy.E9FelMNwzws5E7nC25hotv8O2WYOx3HfXqpUBscqOUYg.yjtNGEKn0AmY2w2WQqWS785nh2SBfUsNu0nVrwOhIVAg.JPEG.evakim79/SE-7ca88266-63bc-41d5-9834-8e0ecd7a6678.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('280','170','https://mac0922.files.wordpress.com/2018/01/sejong.png?w=584','1'),('281','170','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK2m4SUFL2FFIeAHFFTF08I62qa9yugxcfIvj8f_Ea1vVDJhM8t3QA2OfE-6KhEHR2TxnNBoI8Adc&usqp=CAU','1'),('282','170','https://mblogthumb-phinf.pstatic.net/MjAxOTAyMDhfMTk1/MDAxNTQ5NTU2MzYyNzIy.E9FelMNwzws5E7nC25hotv8O2WYOx3HfXqpUBscqOUYg.yjtNGEKn0AmY2w2WQqWS785nh2SBfUsNu0nVrwOhIVAg.JPEG.evakim79/SE-7ca88266-63bc-41d5-9834-8e0ecd7a6678.jpg?type=w800','1');"
170,283,284,285,171,델리팰리스,서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡 2층 205호,94117,서울특별시 강서구 마곡동 797-14 마곡힐스테이트 2층,인도음식,무슬림 프렌들리,02-3662-6527,"오전11시~오후2시, 오후5시~오후10시",,O,"양천향교, 우장산공원, 서울식물원",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20200624124751_menu2_352662ae37f6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20200624124751_menu1_352662ae37f6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624124748_photo1_352662ae37f6.jpg,"INSERT INTO store_image_temp VALUES ('283','171','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20200624124751_menu2_352662ae37f6.jpg','1'),('284','171','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20200624124751_menu1_352662ae37f6.jpg','1'),('285','171','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624124748_photo1_352662ae37f6.jpg','1');"
171,286,287,288,172,옷살,서울특별시 관악구 봉천동 856-5 대우디오슈페리움1단지 지하1층 104호,298567,서울시 관악구 봉천동 856-5 B1F,인도음식,무슬림 프렌들리,02-882-6527,오전11시~오후10시,,O,"덕수공원, 현충원, 상도그린공원, 보라매공원",1,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/470342_1457609953208067.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",https://i.imgur.com/rAJVT41.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9-8pw8WaByWuon2gqdS_kgCbhGm4y7lQy4w&usqp=CAU,"INSERT INTO store_image_temp VALUES ('286','172','https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/470342_1457609953208067.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80','1'),('287','172','https://i.imgur.com/rAJVT41.jpg','1'),('288','172','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9-8pw8WaByWuon2gqdS_kgCbhGm4y7lQy4w&usqp=CAU','1');"
173,289,290,291,174,스타케이터링,서울특별시 용산구 이태원동 373,,,한식,할랄 공식 인증,02-2115-2777,오전9시~오후6시,,X,"선유도공원, 여의도국회의사당, 당산역 수상택시, 샛강",1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYj5ItaGndTxE_nx2dcuIppAd6MW6H27k273gviCxE3VR0oM68seYUpAeTfagDm8uitSuKjBJQhx8&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXHipR8UBcMhBx40Wr_WhTWYJCFKPqz_2PaRIr1zNVV9Hl0fVALlIj4hJzL6h4rawsCWneEHBFF98&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsTH-ArxqCDG6ZbWecVIIkWTAyU9HpnxoJgK1ZyZ1wEKwCUqJMKWk2mTN7LAaY7liy6l5skN2FoZE&usqp=CAU,"INSERT INTO store_image_temp VALUES ('289','174','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYj5ItaGndTxE_nx2dcuIppAd6MW6H27k273gviCxE3VR0oM68seYUpAeTfagDm8uitSuKjBJQhx8&usqp=CAU','1'),('290','174','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXHipR8UBcMhBx40Wr_WhTWYJCFKPqz_2PaRIr1zNVV9Hl0fVALlIj4hJzL6h4rawsCWneEHBFF98&usqp=CAU','1'),('291','174','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsTH-ArxqCDG6ZbWecVIIkWTAyU9HpnxoJgK1ZyZ1wEKwCUqJMKWk2mTN7LAaY7liy6l5skN2FoZE&usqp=CAU','1');"
174,292,293,294,175,스카이킹덤 더 리본,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,,,양식,무슬림 프렌들리,02-2223-7950,디너: 18:00 ? 22:00 (Last order 21:00),,O,"이태원, 남산, 명동, 여의도한강공원, 경복궁, 국립중앙박물관, 홍대, 남대문시장",1,https://sdc-club.com/m/assets/images/skykingdom/img_skykingdom_view_4.jpg,https://i.ytimg.com/vi/vlK1JqEtnyk/maxresdefault.jpg,https://sdc-club.com/m/assets/images/skykingdom/img_skykingdom_view_5.jpg,"INSERT INTO store_image_temp VALUES ('292','175','https://sdc-club.com/m/assets/images/skykingdom/img_skykingdom_view_4.jpg','1'),('293','175','https://i.ytimg.com/vi/vlK1JqEtnyk/maxresdefault.jpg','1'),('294','175','https://sdc-club.com/m/assets/images/skykingdom/img_skykingdom_view_5.jpg','1');"
175,295,296,297,176,인 스타일,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,330099,서울특별시 용산구 한강로3가 40-969,양식,무슬림 프렌들리,02-2223-7400,조식 06:30 - 10:00,,O,"이태원, 남산, 명동, 여의도한강공원, 경복궁, 국립중앙박물관, 홍대, 남대문시장",1,https://media-cdn.tripadvisor.com/media/photo-s/15/32/c6/33/photo0jpg.jpg,https://media.timeout.com/images/102595280/630/472/image.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjBfMTM3/MDAxNTYzNjIxOTA4NDgy.TmLCJ5SGoZ9gF2SM1NhsAtTkQ4J831AGTmfeWCWgyOQg.TH4ptz0w2u14TmIhCbxKXPe7bjBWDlVQtVIhkusX6ckg.JPEG.silver7493/IMG_7837.JPG?type=w800,"INSERT INTO store_image_temp VALUES ('295','176','https://media-cdn.tripadvisor.com/media/photo-s/15/32/c6/33/photo0jpg.jpg','1'),('296','176','https://media.timeout.com/images/102595280/630/472/image.jpg','1'),('297','176','https://mblogthumb-phinf.pstatic.net/MjAxOTA3MjBfMTM3/MDAxNTYzNjIxOTA4NDgy.TmLCJ5SGoZ9gF2SM1NhsAtTkQ4J831AGTmfeWCWgyOQg.TH4ptz0w2u14TmIhCbxKXPe7bjBWDlVQtVIhkusX6ckg.JPEG.silver7493/IMG_7837.JPG?type=w800','1');"
176,298,299,300,177,알라메종 와인 앤 다인,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,,,양식,무슬림 프렌들리,02-2223-7100,런치 11:30 - 15:00 / 디너 17:30 ? 22:00,,O,"이태원, 남산, 명동, 여의도한강공원, 경복궁, 국립중앙박물관, 홍대, 남대문시장",1,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfMjky/MDAxNTY5NjYyNjMwMDIz.JqOJ53jtZCcofkC_YKGFXrWSpLs6HNuF0ziItJ2sbUAg.6hATB065CVjEkRqA-FeBxJwWsOJ8nijGWTz0QhBhOcog.JPEG.heera84/1569662630218.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfMTc4/MDAxNTY5NjQ3NzE1MTU0.hb_2GFqJtc-65iiVLyTqwpoAHCgiWFVyGOhIte3b5bwg.qVw-Eh_zNR9KeVy5ZhD6gIF6hwefBdTiAFiOOZq5FV0g.JPEG.heera84/1569647716187.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfNzIg/MDAxNTY5NjQ3NzEwNTU0.spx3SSMJVIU38AJc1tEs_plrleU60ZVacfttUxMVOz0g.0lM3Ig-BEPsRhB3bjgYlX7xsI7-HuMFwmkcZwyeYhcsg.JPEG.heera84/1569647711628.JPG?type=w800,"INSERT INTO store_image_temp VALUES ('298','177','https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfMjky/MDAxNTY5NjYyNjMwMDIz.JqOJ53jtZCcofkC_YKGFXrWSpLs6HNuF0ziItJ2sbUAg.6hATB065CVjEkRqA-FeBxJwWsOJ8nijGWTz0QhBhOcog.JPEG.heera84/1569662630218.jpg?type=w800','1'),('299','177','https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfMTc4/MDAxNTY5NjQ3NzE1MTU0.hb_2GFqJtc-65iiVLyTqwpoAHCgiWFVyGOhIte3b5bwg.qVw-Eh_zNR9KeVy5ZhD6gIF6hwefBdTiAFiOOZq5FV0g.JPEG.heera84/1569647716187.jpg?type=w800','1'),('300','177','https://mblogthumb-phinf.pstatic.net/MjAxOTA5MjhfNzIg/MDAxNTY5NjQ3NzEwNTU0.spx3SSMJVIU38AJc1tEs_plrleU60ZVacfttUxMVOz0g.0lM3Ig-BEPsRhB3bjgYlX7xsI7-HuMFwmkcZwyeYhcsg.JPEG.heera84/1569647711628.JPG?type=w800','1');"
178,301,302,303,179,예티,"서울특별시 마포구 서교동 360-22 서교동, 2층전체",285720,서울특별시 마포구 서교동 360-22,인도음식,무슬림 프렌들리,02-517-0119,오전10시~새벽2시(주문은 11시부터),,O,"홍대거리, 선유도공원, 와우공원, 서울월드컵경기장, 하늘공원",1,https://media-cdn.tripadvisor.com/media/photo-s/07/ad/3e/f1/i-like-this-place-it.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9BcEYHJYgKru0IDYnef66HVu8sYRob2JdmQOvPhvl-FCA7RAQ-zM1b9VoDR68-DB_i9Q&usqp=CAU,https://media-cdn.tripadvisor.com/media/photo-s/08/69/4e/b5/yeti.jpg,"INSERT INTO store_image_temp VALUES ('301','179','https://media-cdn.tripadvisor.com/media/photo-s/07/ad/3e/f1/i-like-this-place-it.jpg','1'),('302','179','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9BcEYHJYgKru0IDYnef66HVu8sYRob2JdmQOvPhvl-FCA7RAQ-zM1b9VoDR68-DB_i9Q&usqp=CAU','1'),('303','179','https://media-cdn.tripadvisor.com/media/photo-s/08/69/4e/b5/yeti.jpg','1');"
179,304,305,306,180,여우골초밥,"서울특별시 마포구 서교동 352-16 (서교동,1F)",279485,서울특별시 서대문구 창천동 62-11,일식,무슬림 프렌들리,02-338-8717,오전10:30~오후10:30,명절,O,"홍대거리, 선유도공원, 와우공원, 서울월드컵경기장, 하늘공원",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201214061424634_photo_586ced7692a5.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210221043915833_photo_bbfbc9cb2794.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqdYjrlpSrPyhvB5MS0F3nbZKVLgn2Avd5ukVTDnvQqxKOqMtjFL47oPNpfSQwf9XLhg0&usqp=CAU,"INSERT INTO store_image_temp VALUES ('304','180','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201214061424634_photo_586ced7692a5.jpg','1'),('305','180','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210221043915833_photo_bbfbc9cb2794.jpg','1'),('306','180','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqdYjrlpSrPyhvB5MS0F3nbZKVLgn2Avd5ukVTDnvQqxKOqMtjFL47oPNpfSQwf9XLhg0&usqp=CAU','1');"
214,307,308,309,215,동원참치,서울특별시 마포구 공덕동 467 롯데캐슬프레지던트,104444,서울특별시 마포구 공덕동 423-3,일식,무슬림 프렌들리,02-701-7233,오전11시~오후10시(브레이크타임 오후3시~4시50분),매주 일요일,O,"국회의사당, 효창공원, 서울역, 용산전자상가, 이촌한강공원, 홍대거리",1,https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDRfNTQg/MDAxNTY3NTgxOTE2OTEw.haP68dZzOSFSMy8A_D1UVaa0Ibvq7Jtz1a2N5LzbUVsg.EUfwcVsY_7-4K7Rzv8WKX6FzOog6pZ6U5gma-OT5uAMg.JPEG.shop2930/SE-d1f10b0e-9709-4531-9353-4d30090ab5a4.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAxODA2MjJfMjYy/MDAxNTI5NjIyMDk1NDQ4.P8HsEI_qpUbfMqSLgUIj28pRLa6JloCPLS7vp1aKzgIg.kgF_4PqQTAUM0G5atLyztRm-VjM-KaC7AyhKOcLyZfwg.JPEG.diamant4001/KakaoTalk_Moim_6nUriPuQ8IDZ7rPgrnQIcLPJpQdew1.jpg?type=w800,https://i.ytimg.com/vi/kVvff_2n16Y/maxresdefault.jpg,"INSERT INTO store_image_temp VALUES ('307','215','https://mblogthumb-phinf.pstatic.net/MjAxOTA5MDRfNTQg/MDAxNTY3NTgxOTE2OTEw.haP68dZzOSFSMy8A_D1UVaa0Ibvq7Jtz1a2N5LzbUVsg.EUfwcVsY_7-4K7Rzv8WKX6FzOog6pZ6U5gma-OT5uAMg.JPEG.shop2930/SE-d1f10b0e-9709-4531-9353-4d30090ab5a4.jpg?type=w800','1'),('308','215','https://mblogthumb-phinf.pstatic.net/MjAxODA2MjJfMjYy/MDAxNTI5NjIyMDk1NDQ4.P8HsEI_qpUbfMqSLgUIj28pRLa6JloCPLS7vp1aKzgIg.kgF_4PqQTAUM0G5atLyztRm-VjM-KaC7AyhKOcLyZfwg.JPEG.diamant4001/KakaoTalk_Moim_6nUriPuQ8IDZ7rPgrnQIcLPJpQdew1.jpg?type=w800','1'),('309','215','https://i.ytimg.com/vi/kVvff_2n16Y/maxresdefault.jpg','1');"
233,310,311,312,234,미진,서울특별시 마포구 동교동 198-27 1층,160818,서울특별시 마포구 동교동 158-6,일식,무슬림 프렌들리,02-324-4848,오후12시~밤12시(브레이크타임 오후3시~4시30분),명절,O,"홍대입구, 상암월드컵경기장, 평화의공원(갈대축제), 선유도공원",1,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile22.uf.tistory.com%2Fimage%2F991F574B5ABE6DC7065023,https://mblogthumb-phinf.pstatic.net/MjAxODA2MTRfMTUx/MDAxNTI4OTA0MzM3MjQ1.3l10IyVzjIAmLB2R73BZwMZXC8-Qzint54DaOsA8nAcg.pF18CJofMq2QIBkedhX-Ek6W4OpZJI18xXVPBgocGFQg.JPEG.dubong_e/1_DSC05013.jpg?type=w2,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile26.uf.tistory.com%2Fimage%2F99B5924B5ABE6DC70B2DED,"INSERT INTO store_image_temp VALUES ('310','234','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile22.uf.tistory.com%2Fimage%2F991F574B5ABE6DC7065023','1'),('311','234','https://mblogthumb-phinf.pstatic.net/MjAxODA2MTRfMTUx/MDAxNTI4OTA0MzM3MjQ1.3l10IyVzjIAmLB2R73BZwMZXC8-Qzint54DaOsA8nAcg.pF18CJofMq2QIBkedhX-Ek6W4OpZJI18xXVPBgocGFQg.JPEG.dubong_e/1_DSC05013.jpg?type=w2','1'),('312','234','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile26.uf.tistory.com%2Fimage%2F99B5924B5ABE6DC70B2DED','1');"
240,313,314,315,241,푸드 익스체인지,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,435325,서울특별시 용산구 한강로3가 40-969,인도음식,무슬림 프렌들리,02-2223-7200,"[조식] 월-금 06:30 ~ 10:00 / 토-일 06:30 ~ 10:30
[중식] 월-일 12:00 ~ 14:30
[석식] 월-금 18:30 ~ 21:30 / 토 1부 17:3",,O,"이태원, 남산, 명동, 여의도한강공원, 경복궁, 국립중앙박물관, 홍대, 남대문시장",1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2ccovj8TUH86SuIlIgQXgZnn8ncf2g73cHsF6eULiP7ABjoEkqg7HB6PPkMpNXGvkaaI&usqp=CAU,https://ldb-phinf.pstatic.net/20171229_187/15145318235032zwnv_JPEG/6zAUVPSI19mvR5l6vTux7k0J.jpg?type=f804_408_60_sharpen,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMzFfNjMg/MDAxNTcyNTE0OTYwMDc3.GfXco7NWhTsIM1BR7RngD2W-RdYDTyVXaiTfU_oxeLIg.jbJIWMLWqMx70ltomsznQh80j4U1e4szMEwXuTjCEB0g.JPEG.celinicious/%EC%84%9C%EC%9A%B8_%ED%98%B8%ED%85%94_%EB%B7%94%ED%8E%98_%EC%84%9C%EC%9A%B8%EB%93%9C%EB%9E%98%EA%B3%A4%EC%8B%9C%ED%8B%B0_%ED%91%B8%EB%93%9C%EC%9D%B5%EC%8A%A4%EC%B2%B4%EC%9D%B8%EC%A7%80_%EC%B0%B8%EC%B9%98%EB%B7%94%ED%8E%98%ED%94%84%EB%A1%9C%EB%AA%A8%EC%85%98_%EC%A0%9C%EC%A3%BC%EC%82%B0%EC%83%9D%EB%8B%A4%EB%9E%91%EC%96%B4%ED%94%84%EB%A1%9C%EB%AA%A8%EC%85%98_%EC%B0%B8%EC%B9%98%ED%95%B4%EC%B2%B4%EC%87%BC-26.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('313','241','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2ccovj8TUH86SuIlIgQXgZnn8ncf2g73cHsF6eULiP7ABjoEkqg7HB6PPkMpNXGvkaaI&usqp=CAU','1'),('314','241','https://ldb-phinf.pstatic.net/20171229_187/15145318235032zwnv_JPEG/6zAUVPSI19mvR5l6vTux7k0J.jpg?type=f804_408_60_sharpen','1'),('315','241','https://mblogthumb-phinf.pstatic.net/MjAxOTEwMzFfNjMg/MDAxNTcyNTE0OTYwMDc3.GfXco7NWhTsIM1BR7RngD2W-RdYDTyVXaiTfU_oxeLIg.jbJIWMLWqMx70ltomsznQh80j4U1e4szMEwXuTjCEB0g.JPEG.celinicious/%EC%84%9C%EC%9A%B8_%ED%98%B8%ED%85%94_%EB%B7%94%ED%8E%98_%EC%84%9C%EC%9A%B8%EB%93%9C%EB%9E%98%EA%B3%A4%EC%8B%9C%ED%8B%B0_%ED%91%B8%EB%93%9C%EC%9D%B5%EC%8A%A4%EC%B2%B4%EC%9D%B8%EC%A7%80_%EC%B0%B8%EC%B9%98%EB%B7%94%ED%8E%98%ED%94%84%EB%A1%9C%EB%AA%A8%EC%85%98_%EC%A0%9C%EC%A3%BC%EC%82%B0%EC%83%9D%EB%8B%A4%EB%9E%91%EC%96%B4%ED%94%84%EB%A1%9C%EB%AA%A8%EC%85%98_%EC%B0%B8%EC%B9%98%ED%95%B4%EC%B2%B4%EC%87%BC-26.jpg?type=w800','1');"
241,316,317,318,242,러빙헛 카페,서울특별시 강남구 개포동 1218-16 1층 ,,,카페,포크프리,02-576-2158,오전11시~오후9시,,X,"광평대군 묘역, 말죽거리, 서울선릉, 렉츠런파크",1,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile25.uf.tistory.com%2Fimage%2F999034415AF41F622D7D87,https://mblogthumb-phinf.pstatic.net/MjAyMTAxMjFfMjcx/MDAxNjExMTU4NDY3MTY2.vl-o-hs9dwTTdZFzhnILVpQgHcho-vpC1blMOeFse0Ag.-X3aR6cOHH3gM0ZmZT-VIFUw56PRqJZDVwckNFdpqNYg.JPEG.seangloran/SE-f322b99d-6d39-41c6-8901-db0dc36b972d.jpg?type=w800,https://images.happycow.net/venues/1024/23/90/hcmp23907_953067.jpeg,"INSERT INTO store_image_temp VALUES ('316','242','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile25.uf.tistory.com%2Fimage%2F999034415AF41F622D7D87','1'),('317','242','https://mblogthumb-phinf.pstatic.net/MjAyMTAxMjFfMjcx/MDAxNjExMTU4NDY3MTY2.vl-o-hs9dwTTdZFzhnILVpQgHcho-vpC1blMOeFse0Ag.-X3aR6cOHH3gM0ZmZT-VIFUw56PRqJZDVwckNFdpqNYg.JPEG.seangloran/SE-f322b99d-6d39-41c6-8901-db0dc36b972d.jpg?type=w800','1'),('318','242','https://images.happycow.net/venues/1024/23/90/hcmp23907_953067.jpeg','1');"
